Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-08-25,PA006,London,Tokyo,Premium Economy,547,Yes,2,Egg Free
2024-12-17,PA002,London,New York,Economy,1180,No,1,Egg Free
2024-01-08,PA011,Tokyo,Perth,Business Class,840,Yes,2,Dairy Free
2024-08-11,PA011,Tokyo,Perth,First Class,481,Yes,3,None
2024-02-13,PA001,New York,London,Premium Economy,792,No,0,Dairy Free
2024-01-23,PA001,New York,London,First Class,520,Yes,0,Dairy Free
2024-04-08,PA010,New York,Tokyo,Business Class,511,Yes,3,Dairy Free
2024-12-08,PA001,New York,London,First Class,236,No,0,Egg Free
2024-03-21,PA004,London,Perth,First Class,332,Yes,3,None
2024-05-03,PA005,Tokyo,London,Premium Economy,510,Yes,2,None
2024-06-17,PA006,London,Tokyo,Business Class,625,No,1,Vegetarian
2024-08-21,PA004,London,Perth,Premium Economy,727,No,0,Vegetarian
2024-09-30,PA006,London,Tokyo,First Class,519,No,1,Vegetarian
2024-06-20,PA002,London,New York,First Class,420,Yes,0,Egg Free
2024-04-12,PA002,London,New York,Economy,2060,Yes,2,Egg Free
2024-05-01,PA008,New York,Perth,Premium Economy,727,Yes,3,Vegan
2024-06-14,PA010,New York,Tokyo,First Class,379,No,1,Vegetarian
2024-01-22,PA011,Tokyo,Perth,Economy,2105,Yes,3,Nut Free
2024-03-31,PA008,New York,Perth,Premium Economy,570,Yes,1,Nut Free
2024-02-18,PA012,Perth,Tokyo,Business Class,555,Yes,0,Egg Free
2024-08-09,PA001,New York,London,Premium Economy,1707,No,0,Vegetarian
2024-07-12,PA009,Tokyo,New York,Economy,1230,Yes,3,Vegan
2024-09-02,PA005,Tokyo,London,Business Class,294,No,3,None
2024-11-19,PA003,Perth,London,Business Class,520,No,1,Egg Free
2024-11-18,PA011,Tokyo,Perth,First Class,372,Yes,3,Egg Free
2024-11-10,PA006,London,Tokyo,First Class,640,Yes,0,None
2024-11-24,PA009,Tokyo,New York,Business Class,549,No,0,Vegetarian
2024-03-13,PA011,Tokyo,Perth,Economy,3465,Yes,3,Vegan
2024-09-03,PA003,Perth,London,Premium Economy,937,Yes,3,Vegan
2024-06-10,PA002,London,New York,First Class,246,Yes,3,Nut Free
2024-06-26,PA010,New York,Tokyo,Economy,2270,Yes,2,Dairy Free
2024-09-25,PA005,Tokyo,London,First Class,561,Yes,0,Vegetarian
2024-12-22,PA011,Tokyo,Perth,Premium Economy,1365,Yes,1,Dairy Free
2024-08-01,PA012,Perth,Tokyo,Premium Economy,1122,Yes,3,Vegetarian
2024-09-25,PA007,Perth,New York,Premium Economy,1330,No,0,None
2024-11-05,PA011,Tokyo,Perth,Economy,2210,Yes,2,None
2024-09-26,PA011,Tokyo,Perth,Business Class,490,No,1,Egg Free
2024-09-07,PA006,London,Tokyo,Economy,1280,No,1,None
2024-06-05,PA002,London,New York,Business Class,552,No,3,Vegan
2024-09-16,PA010,New York,Tokyo,Premium Economy,1480,No,0,Dairy Free
2024-12-18,PA008,New York,Perth,Economy,1075,Yes,1,Egg Free
2024-09-06,PA005,Tokyo,London,Premium Economy,782,No,2,Vegetarian
2024-04-07,PA010,New York,Tokyo,Premium Economy,795,No,0,Vegetarian
2024-04-29,PA007,Perth,New York,Business Class,298,No,3,Egg Free
2024-12-11,PA002,London,New York,First Class,216,Yes,2,None
2024-04-09,PA001,New York,London,Economy,3150,Yes,1,Vegan
2024-04-24,PA005,Tokyo,London,First Class,639,No,2,Egg Free
2024-01-18,PA007,Perth,New York,First Class,575,No,1,Nut Free
2024-05-30,PA008,New York,Perth,First Class,296,No,0,Vegetarian
2024-10-16,PA008,New York,Perth,Economy,1270,No,1,Vegan
2024-04-22,PA007,Perth,New York,Premium Economy,1337,No,3,Vegan
2024-05-20,PA012,Perth,Tokyo,First Class,528,No,0,Nut Free
2024-11-08,PA003,Perth,London,First Class,560,No,0,Vegan
2024-09-29,PA006,London,Tokyo,First Class,561,No,2,Egg Free
2024-05-19,PA010,New York,Tokyo,Premium Economy,1052,No,0,Vegan
2024-01-12,PA006,London,Tokyo,Premium Economy,607,Yes,3,Vegetarian
2024-06-01,PA009,Tokyo,New York,Business Class,374,Yes,1,Dairy Free
2024-04-08,PA001,New York,London,Business Class,742,Yes,1,None
2024-05-02,PA002,London,New York,First Class,694,Yes,2,None
2024-06-09,PA007,Perth,New York,Business Class,498,Yes,3,Egg Free
2024-11-20,PA010,New York,Tokyo,First Class,529,No,2,Egg Free
2024-02-12,PA001,New York,London,Business Class,258,No,2,Vegan
2024-02-25,PA003,Perth,London,Business Class,834,No,3,Vegetarian
2024-08-15,PA002,London,New York,Premium Economy,1382,No,1,Nut Free
2024-10-03,PA005,Tokyo,London,First Class,435,Yes,0,None
2024-01-31,PA001,New York,London,Economy,2985,No,1,None
2024-05-28,PA005,Tokyo,London,Business Class,801,No,1,Nut Free
2024-05-12,PA005,Tokyo,London,Economy,2025,Yes,0,Nut Free
2024-07-23,PA009,Tokyo,New York,Premium Economy,957,Yes,3,Egg Free
2024-03-12,PA007,Perth,New York,Economy,2865,No,3,Vegetarian
2024-07-30,PA006,London,Tokyo,Economy,1235,Yes,1,Nut Free
2024-05-10,PA009,Tokyo,New York,Premium Economy,682,No,1,None
2024-08-26,PA010,New York,Tokyo,Premium Economy,617,No,0,Nut Free
2024-08-05,PA003,Perth,London,Premium Economy,995,No,1,Vegan
2024-11-26,PA011,Tokyo,Perth,Premium Economy,787,No,2,Nut Free
2024-02-25,PA005,Tokyo,London,Economy,1765,No,3,None
2024-04-19,PA007,Perth,New York,Economy,3385,Yes,3,Vegan
2024-09-24,PA008,New York,Perth,Economy,2420,No,3,Nut Free
2024-02-04,PA004,London,Perth,Business Class,440,Yes,1,Vegan
2024-08-18,PA008,New York,Perth,Business Class,670,No,2,None
2024-11-04,PA010,New York,Tokyo,Business Class,324,Yes,1,None
2024-12-31,PA011,Tokyo,Perth,First Class,646,Yes,0,Dairy Free
2024-04-08,PA007,Perth,New York,Business Class,366,Yes,0,Vegetarian
2024-01-31,PA009,Tokyo,New York,First Class,536,Yes,3,Dairy Free
2024-02-20,PA004,London,Perth,First Class,219,No,0,Nut Free
2024-12-24,PA008,New York,Perth,First Class,407,Yes,2,Vegetarian
2024-10-26,PA008,New York,Perth,Economy,1540,No,1,None
2024-07-11,PA004,London,Perth,Premium Economy,1120,No,3,Dairy Free
2024-11-12,PA002,London,New York,Premium Economy,822,Yes,2,Nut Free
2024-12-18,PA005,Tokyo,London,Economy,2165,Yes,3,None
2024-03-16,PA007,Perth,New York,Business Class,426,Yes,1,Egg Free
2024-04-16,PA006,London,Tokyo,Premium Economy,1657,No,0,Dairy Free
2024-06-04,PA005,Tokyo,London,Premium Economy,1517,Yes,3,Nut Free
2024-08-06,PA012,Perth,Tokyo,Premium Economy,922,No,2,Dairy Free
2024-06-07,PA005,Tokyo,London,Business Class,733,No,3,Vegetarian
2024-02-05,PA012,Perth,Tokyo,First Class,540,No,1,Vegan
2024-10-20,PA004,London,Perth,Business Class,697,Yes,2,Vegan
2024-02-14,PA007,Perth,New York,First Class,311,Yes,3,Vegetarian
2024-09-12,PA011,Tokyo,Perth,Business Class,310,No,2,Vegetarian
2024-12-24,PA004,London,Perth,Business Class,454,Yes,3,Vegan
2024-12-27,PA009,Tokyo,New York,First Class,457,No,3,Nut Free
2024-06-10,PA009,Tokyo,New York,First Class,259,Yes,3,Vegetarian
2024-11-05,PA011,Tokyo,Perth,Business Class,606,Yes,2,Egg Free
2024-10-03,PA006,London,Tokyo,Premium Economy,787,No,3,Dairy Free
2024-11-03,PA008,New York,Perth,Premium Economy,1257,Yes,1,Dairy Free
2024-01-20,PA012,Perth,Tokyo,Premium Economy,640,No,1,Vegetarian
2024-07-15,PA003,Perth,London,Premium Economy,527,Yes,0,None
2024-04-05,PA003,Perth,London,Economy,3165,Yes,2,Nut Free
2024-02-28,PA005,Tokyo,London,First Class,638,No,0,Egg Free
2024-09-29,PA012,Perth,Tokyo,Business Class,349,No,2,Vegan
2024-12-05,PA006,London,Tokyo,Business Class,312,No,0,Dairy Free
2024-07-29,PA011,Tokyo,Perth,First Class,343,Yes,2,Vegan
2024-03-05,PA005,Tokyo,London,Business Class,654,Yes,2,Egg Free
2024-03-26,PA005,Tokyo,London,First Class,444,Yes,1,Vegan
2024-05-24,PA012,Perth,Tokyo,Business Class,302,Yes,3,None
2024-10-24,PA003,Perth,London,Premium Economy,912,No,3,Egg Free
2024-12-02,PA004,London,Perth,Premium Economy,1227,No,3,Nut Free
2024-05-01,PA012,Perth,Tokyo,Premium Economy,1275,No,1,Dairy Free
2024-12-02,PA012,Perth,Tokyo,Business Class,664,Yes,0,Dairy Free
2024-08-09,PA009,Tokyo,New York,Premium Economy,1137,No,0,None
2024-01-13,PA006,London,Tokyo,First Class,494,Yes,3,Nut Free
2024-03-31,PA012,Perth,Tokyo,First Class,639,Yes,1,None
2024-01-11,PA010,New York,Tokyo,Business Class,562,Yes,1,Egg Free
2024-11-02,PA008,New York,Perth,Premium Economy,805,No,0,Egg Free
2024-10-12,PA008,New York,Perth,Economy,2195,No,3,Vegetarian
2024-09-13,PA012,Perth,Tokyo,Economy,3345,Yes,2,Vegetarian
2024-04-03,PA004,London,Perth,Premium Economy,895,Yes,1,Vegan
2024-04-29,PA005,Tokyo,London,Economy,1105,Yes,2,Vegan
2024-02-16,PA006,London,Tokyo,Economy,2350,No,2,Egg Free
2024-01-13,PA008,New York,Perth,Business Class,651,Yes,1,None
2024-03-06,PA006,London,Tokyo,Premium Economy,822,Yes,1,Egg Free
2024-10-20,PA002,London,New York,Premium Economy,970,No,1,Dairy Free
2024-01-19,PA009,Tokyo,New York,Business Class,682,No,2,Nut Free
2024-09-10,PA001,New York,London,Business Class,716,No,1,Vegetarian
2024-03-23,PA001,New York,London,Premium Economy,1375,Yes,0,Egg Free
2024-04-28,PA004,London,Perth,Business Class,667,Yes,2,None
2024-06-14,PA003,Perth,London,First Class,693,No,3,Vegetarian
2024-12-26,PA008,New York,Perth,Economy,1965,No,3,Egg Free
2024-07-21,PA009,Tokyo,New York,First Class,563,Yes,1,Vegan
2024-06-15,PA012,Perth,Tokyo,Economy,1340,Yes,3,Vegetarian
2024-09-22,PA007,Perth,New York,Economy,2535,No,1,Egg Free
2024-02-18,PA006,London,Tokyo,Economy,2420,No,0,None
2024-05-25,PA004,London,Perth,First Class,684,Yes,0,Vegan
2024-03-02,PA004,London,Perth,Business Class,715,Yes,2,None
2024-02-02,PA012,Perth,Tokyo,Business Class,793,No,2,Egg Free
2024-04-05,PA011,Tokyo,Perth,Economy,2600,No,0,Vegan
2024-09-11,PA001,New York,London,Economy,2145,No,2,Vegan
2024-12-31,PA011,Tokyo,Perth,Economy,1090,Yes,0,Vegan
2024-06-23,PA006,London,Tokyo,Business Class,608,Yes,0,None
2024-05-17,PA005,Tokyo,London,Business Class,307,Yes,2,Dairy Free
2024-08-12,PA010,New York,Tokyo,Premium Economy,1312,Yes,2,Vegan
2024-11-05,PA001,New York,London,Business Class,354,No,0,Vegetarian
2024-04-18,PA004,London,Perth,Economy,2520,Yes,3,Vegan
2024-10-03,PA007,Perth,New York,Economy,3420,Yes,2,None
2024-12-02,PA001,New York,London,First Class,524,No,3,None
2024-10-19,PA001,New York,London,Premium Economy,1492,No,0,Vegan
2024-02-25,PA011,Tokyo,Perth,Premium Economy,1560,Yes,2,Vegetarian
2024-07-14,PA009,Tokyo,New York,Business Class,382,No,1,Vegan
2024-02-21,PA003,Perth,London,First Class,357,No,0,Egg Free
2024-06-02,PA001,New York,London,Premium Economy,1052,Yes,1,Egg Free
2024-12-04,PA005,Tokyo,London,First Class,350,Yes,0,Vegan
2024-01-09,PA002,London,New York,Business Class,718,No,3,Nut Free
2024-01-13,PA001,New York,London,Premium Economy,1352,No,1,Dairy Free
2024-05-06,PA011,Tokyo,Perth,Business Class,681,No,2,Dairy Free
2024-12-08,PA002,London,New York,First Class,694,No,2,Vegetarian
2024-04-27,PA005,Tokyo,London,Economy,2095,Yes,3,Dairy Free
2024-01-13,PA007,Perth,New York,Economy,2450,Yes,0,Egg Free
2024-07-19,PA002,London,New York,First Class,523,Yes,0,Egg Free
2024-10-03,PA006,London,Tokyo,Business Class,361,Yes,3,Nut Free
2024-01-15,PA006,London,Tokyo,Premium Economy,627,No,3,Vegan
2024-02-02,PA008,New York,Perth,Premium Economy,1387,Yes,3,Egg Free
2024-12-16,PA008,New York,Perth,First Class,441,Yes,1,Vegetarian
2024-12-22,PA001,New York,London,Economy,2325,Yes,1,Egg Free
2024-04-08,PA009,Tokyo,New York,Economy,2930,Yes,0,Vegetarian
2024-03-24,PA007,Perth,New York,Premium Economy,1040,No,2,Dairy Free
2024-10-31,PA005,Tokyo,London,Premium Economy,1610,No,0,None
2024-04-08,PA004,London,Perth,Economy,2405,Yes,3,Nut Free
2024-04-06,PA004,London,Perth,Economy,3480,No,0,Dairy Free
2024-02-22,PA005,Tokyo,London,Premium Economy,1452,No,3,None
2024-05-25,PA003,Perth,London,First Class,660,Yes,0,Nut Free
2024-05-15,PA001,New York,London,Business Class,289,No,0,Vegan
2024-09-29,PA007,Perth,New York,Business Class,806,Yes,2,None
2024-02-20,PA005,Tokyo,London,Economy,2645,Yes,0,Nut Free
2024-12-30,PA003,Perth,London,First Class,488,Yes,0,Vegetarian
2024-09-15,PA007,Perth,New York,Business Class,740,Yes,1,Vegetarian
2024-07-02,PA003,Perth,London,First Class,398,No,0,Nut Free
2024-03-27,PA008,New York,Perth,Business Class,699,Yes,2,Vegetarian
2024-09-13,PA005,Tokyo,London,Business Class,454,Yes,2,Egg Free
2024-09-04,PA012,Perth,Tokyo,Economy,1940,No,3,Dairy Free
2024-07-27,PA006,London,Tokyo,First Class,389,Yes,2,Vegetarian
2024-10-25,PA012,Perth,Tokyo,Business Class,633,Yes,3,Vegetarian
2024-12-06,PA005,Tokyo,London,Business Class,462,No,1,Vegan
2024-06-07,PA012,Perth,Tokyo,Premium Economy,1472,No,1,Egg Free
2024-08-14,PA006,London,Tokyo,Business Class,818,Yes,3,Vegetarian
2024-04-21,PA009,Tokyo,New York,Economy,1170,No,1,Nut Free
2024-05-22,PA009,Tokyo,New York,Business Class,712,Yes,1,Dairy Free
2024-04-02,PA012,Perth,Tokyo,Economy,2880,No,2,Egg Free
2024-06-22,PA002,London,New York,Economy,3160,Yes,2,Nut Free
2024-08-01,PA002,London,New York,Business Class,744,No,1,Dairy Free
2024-07-18,PA010,New York,Tokyo,Premium Economy,1122,No,1,Egg Free
2024-12-18,PA009,Tokyo,New York,Economy,3465,No,0,Egg Free
2024-03-14,PA009,Tokyo,New York,First Class,297,Yes,0,Vegan
2024-12-01,PA002,London,New York,Business Class,621,Yes,1,Vegetarian
2024-11-04,PA002,London,New York,First Class,513,No,2,Dairy Free
2024-11-29,PA009,Tokyo,New York,Economy,1630,Yes,3,Dairy Free
2024-02-07,PA006,London,Tokyo,Business Class,468,No,0,Egg Free
2024-03-22,PA004,London,Perth,Economy,3250,Yes,1,Nut Free
2024-06-27,PA004,London,Perth,First Class,206,Yes,3,Nut Free
2024-10-13,PA012,Perth,Tokyo,Business Class,820,Yes,1,None
2024-09-04,PA005,Tokyo,London,Economy,2530,No,2,Vegetarian
2024-05-25,PA007,Perth,New York,First Class,311,No,3,Vegan
2024-12-08,PA011,Tokyo,Perth,Premium Economy,1335,Yes,1,Dairy Free
2024-02-11,PA008,New York,Perth,First Class,681,Yes,3,Dairy Free
2024-12-03,PA010,New York,Tokyo,Business Class,782,Yes,2,Dairy Free
2024-10-19,PA009,Tokyo,New York,Business Class,265,No,2,Nut Free
2024-12-21,PA012,Perth,Tokyo,First Class,475,Yes,1,Egg Free
2024-06-27,PA010,New York,Tokyo,Business Class,270,Yes,0,Nut Free
2024-11-22,PA010,New York,Tokyo,Premium Economy,1075,Yes,2,None
2024-05-03,PA003,Perth,London,Premium Economy,1365,Yes,2,Nut Free
2024-08-29,PA001,New York,London,Economy,3395,No,2,Vegan
2024-08-07,PA003,Perth,London,First Class,665,No,0,Egg Free
2024-05-06,PA011,Tokyo,Perth,First Class,299,Yes,0,Dairy Free
2024-03-25,PA001,New York,London,First Class,279,No,1,Egg Free
2024-01-13,PA002,London,New York,Economy,3040,No,0,None
2024-01-10,PA003,Perth,London,Premium Economy,1692,Yes,0,Dairy Free
2024-04-02,PA009,Tokyo,New York,Economy,2830,No,2,Egg Free
2024-12-28,PA010,New York,Tokyo,Business Class,703,No,3,Egg Free
2024-06-26,PA008,New York,Perth,Business Class,439,No,1,Nut Free
2024-11-24,PA001,New York,London,Premium Economy,567,No,1,Egg Free
2024-07-20,PA012,Perth,Tokyo,First Class,677,No,0,None
2024-04-05,PA012,Perth,Tokyo,Premium Economy,832,Yes,1,None
2024-04-26,PA010,New York,Tokyo,First Class,235,Yes,1,None
2024-01-25,PA006,London,Tokyo,First Class,247,Yes,2,Dairy Free
2024-12-22,PA001,New York,London,Premium Economy,1475,No,1,Nut Free
2024-12-14,PA001,New York,London,First Class,348,No,1,Egg Free
2024-10-14,PA009,Tokyo,New York,Premium Economy,905,Yes,0,None
2024-09-25,PA004,London,Perth,First Class,683,No,1,Vegetarian
2024-03-22,PA010,New York,Tokyo,Economy,2545,Yes,0,Vegan
2024-12-16,PA002,London,New York,First Class,205,Yes,2,Vegetarian
2024-09-24,PA012,Perth,Tokyo,Premium Economy,610,No,1,Nut Free
2024-02-21,PA002,London,New York,Business Class,273,No,3,Nut Free
2024-04-29,PA012,Perth,Tokyo,First Class,691,No,3,None
2024-10-18,PA001,New York,London,Business Class,784,Yes,2,Nut Free
2024-01-08,PA010,New York,Tokyo,Business Class,438,No,1,Egg Free
2024-01-29,PA002,London,New York,Business Class,624,No,2,Vegan
2024-09-09,PA003,Perth,London,First Class,259,No,3,Vegetarian
2024-08-29,PA010,New York,Tokyo,Premium Economy,1075,No,2,Nut Free
2024-07-15,PA006,London,Tokyo,Business Class,588,Yes,2,Egg Free
2024-08-27,PA001,New York,London,Economy,2700,No,1,Nut Free
2024-03-02,PA012,Perth,Tokyo,Business Class,368,No,3,Egg Free
2024-02-07,PA009,Tokyo,New York,Economy,2460,Yes,0,Egg Free
2024-01-19,PA011,Tokyo,Perth,Economy,2055,No,3,Egg Free
2024-11-06,PA009,Tokyo,New York,Premium Economy,520,No,0,Dairy Free
2024-03-22,PA006,London,Tokyo,Premium Economy,735,No,3,Nut Free
2024-10-30,PA008,New York,Perth,First Class,218,No,0,Vegetarian
2024-12-15,PA006,London,Tokyo,Business Class,704,Yes,2,Nut Free
2024-05-23,PA003,Perth,London,Premium Economy,675,No,3,Dairy Free
2024-03-25,PA010,New York,Tokyo,Premium Economy,1275,No,3,Vegetarian
2024-09-02,PA003,Perth,London,First Class,346,No,0,Vegetarian
2024-03-30,PA001,New York,London,Business Class,310,Yes,3,Vegan
2024-07-28,PA002,London,New York,Business Class,738,No,3,Dairy Free
2024-05-14,PA009,Tokyo,New York,First Class,352,No,2,None
2024-09-14,PA010,New York,Tokyo,Business Class,444,No,3,Vegetarian
2024-08-14,PA008,New York,Perth,Economy,1085,Yes,2,Vegan
2024-12-29,PA006,London,Tokyo,Premium Economy,1397,No,1,Nut Free
2024-11-26,PA006,London,Tokyo,Economy,1395,No,0,Egg Free
2024-01-30,PA007,Perth,New York,Economy,2970,Yes,2,Vegetarian
2024-02-12,PA008,New York,Perth,Business Class,636,No,1,Egg Free
2024-01-28,PA009,Tokyo,New York,Premium Economy,1290,Yes,2,Vegetarian
2024-08-24,PA008,New York,Perth,Premium Economy,707,Yes,3,Vegan
2024-03-18,PA008,New York,Perth,Business Class,548,Yes,3,Egg Free
2024-04-05,PA001,New York,London,Business Class,420,Yes,1,Vegetarian
2024-06-08,PA007,Perth,New York,Economy,2725,No,3,Vegan
2024-09-05,PA001,New York,London,First Class,404,Yes,3,Vegan
2024-07-28,PA004,London,Perth,Business Class,625,Yes,3,Dairy Free
2024-10-06,PA008,New York,Perth,Premium Economy,1140,No,0,Egg Free
2024-07-08,PA009,Tokyo,New York,Business Class,462,Yes,2,Vegetarian
2024-08-07,PA006,London,Tokyo,Business Class,405,Yes,0,Nut Free
2024-03-18,PA001,New York,London,Business Class,505,Yes,0,Nut Free
2024-05-19,PA006,London,Tokyo,Premium Economy,902,Yes,3,None
2024-07-30,PA004,London,Perth,Economy,2250,No,1,Vegan
2024-01-15,PA001,New York,London,Business Class,286,Yes,2,Vegetarian
2024-12-08,PA005,Tokyo,London,Economy,2105,No,0,Vegetarian
2024-04-16,PA001,New York,London,First Class,268,Yes,1,Dairy Free
2024-12-26,PA011,Tokyo,Perth,First Class,400,No,1,Vegetarian
2024-07-11,PA001,New York,London,First Class,514,No,3,Vegan
2024-05-12,PA004,London,Perth,Premium Economy,590,No,1,Vegan
2024-09-17,PA007,Perth,New York,Premium Economy,835,Yes,0,None
2024-08-27,PA007,Perth,New York,First Class,314,Yes,3,Egg Free
2024-10-05,PA009,Tokyo,New York,Business Class,642,No,2,Egg Free
2024-06-08,PA006,London,Tokyo,Premium Economy,865,No,2,Nut Free
2024-10-26,PA001,New York,London,Business Class,649,Yes,1,Vegan
2024-02-11,PA006,London,Tokyo,Premium Economy,835,No,0,Egg Free
2024-07-09,PA005,Tokyo,London,First Class,424,No,0,Dairy Free
2024-06-18,PA006,London,Tokyo,Economy,3260,Yes,1,Vegan
2024-07-06,PA003,Perth,London,First Class,546,Yes,2,Vegan
2024-02-06,PA007,Perth,New York,First Class,618,No,0,Vegan
2024-05-25,PA004,London,Perth,Premium Economy,1245,Yes,0,Nut Free
2024-10-24,PA010,New York,Tokyo,First Class,410,Yes,0,Dairy Free
2024-01-09,PA008,New York,Perth,Economy,1865,No,0,Dairy Free
2024-09-26,PA007,Perth,New York,Premium Economy,1545,No,2,Dairy Free
2024-08-14,PA005,Tokyo,London,Economy,2985,Yes,0,Dairy Free
2024-12-12,PA003,Perth,London,First Class,349,No,0,Vegan
2024-01-23,PA009,Tokyo,New York,Economy,1315,No,2,Vegan
2024-08-07,PA011,Tokyo,Perth,Premium Economy,910,Yes,2,Vegetarian
2024-05-25,PA012,Perth,Tokyo,First Class,304,Yes,2,None
2024-02-03,PA008,New York,Perth,Economy,1280,No,1,Egg Free
2024-04-24,PA011,Tokyo,Perth,Business Class,500,No,0,Dairy Free
2024-11-10,PA008,New York,Perth,Premium Economy,932,No,3,Dairy Free
2024-01-31,PA003,Perth,London,Premium Economy,1122,Yes,3,Vegan
2024-12-15,PA004,London,Perth,Economy,2500,No,2,Egg Free
2024-12-24,PA010,New York,Tokyo,Economy,1170,No,0,Egg Free
2024-06-20,PA005,Tokyo,London,Business Class,746,No,0,Vegetarian
2024-09-04,PA005,Tokyo,London,Business Class,355,No,3,None
2024-03-02,PA003,Perth,London,Premium Economy,1457,Yes,2,Vegan
2024-06-06,PA007,Perth,New York,Business Class,645,No,3,Dairy Free
2024-05-29,PA005,Tokyo,London,Economy,2290,Yes,0,Dairy Free
2024-10-19,PA004,London,Perth,First Class,686,Yes,2,None
2024-08-31,PA010,New York,Tokyo,Business Class,760,Yes,0,Vegetarian
2024-10-04,PA006,London,Tokyo,Business Class,448,No,3,Dairy Free
2024-02-27,PA001,New York,London,Premium Economy,925,No,1,Egg Free
2024-03-02,PA004,London,Perth,Premium Economy,1735,Yes,0,Nut Free
2024-10-02,PA010,New York,Tokyo,Business Class,669,Yes,0,Dairy Free
2024-05-01,PA006,London,Tokyo,First Class,397,Yes,0,Dairy Free
2024-11-01,PA012,Perth,Tokyo,Premium Economy,1185,No,2,Dairy Free
2024-03-10,PA008,New York,Perth,First Class,466,No,0,None
2024-01-03,PA001,New York,London,First Class,584,No,3,Nut Free
2024-11-28,PA008,New York,Perth,Economy,2990,No,2,Vegetarian
2024-12-11,PA005,Tokyo,London,Business Class,589,Yes,2,Vegetarian
2024-04-03,PA007,Perth,New York,Economy,1000,No,2,None
2024-09-16,PA004,London,Perth,First Class,221,Yes,3,Nut Free
2024-06-30,PA002,London,New York,Business Class,583,No,3,Egg Free
2024-10-25,PA007,Perth,New York,Economy,1190,Yes,3,Vegan
2024-02-16,PA012,Perth,Tokyo,First Class,627,Yes,0,None
2024-12-24,PA001,New York,London,Economy,1800,No,1,Egg Free
2024-10-22,PA002,London,New York,Economy,2840,No,3,Vegan
2024-09-10,PA003,Perth,London,Business Class,316,Yes,1,Egg Free
2024-02-11,PA011,Tokyo,Perth,Business Class,574,No,1,Egg Free
